#,number_of_header_lines:,72,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,USE,OF,ESRL,GMD,DATA,****************,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,These,data,are,made,freely,available,to,the,public,and,the,,,,,,,,,,,,,,
#,comment:,scientific,community,in,the,belief,that,their,wide,dissemination,,,,,,,,,,,,,,,,
#,comment:,will,lead,to,greater,understanding,and,new,scientific,insights.,,,,,,,,,,,,,,,,
#,comment:,The,availability,of,these,data,does,not,constitute,publication,,,,,,,,,,,,,,,,
#,comment:,of,the,data.,NOAA,relies,on,the,ethics,and,integrity,of,the,user,to,,,,,,,,,,,
#,comment:,ensure,that,GML,receives,fair,credit,for,their,work.,If,the,data,,,,,,,,,,,,,
#,comment:,are,obtained,for,potential,use,in,a,publication,or,"presentation,",,,,,,,,,,,,,,,
#,comment:,GML,should,be,informed,at,the,outset,of,the,nature,of,this,work.,,,,,,,,,,,,
#,comment:,If,the,GML,data,are,essential,to,the,"work,",or,if,an,important,,,,,,,,,,,,
#,comment:,result,or,conclusion,depends,on,the,GML,"data,",co-authorship,,,,,,,,,,,,,,,,
#,comment:,may,be,appropriate.,This,should,be,discussed,at,an,early,stage,in,,,,,,,,,,,,,
#,comment:,the,work.,Manuscripts,using,the,GML,data,should,be,sent,to,GML,,,,,,,,,,,,,
#,comment:,for,review,before,they,are,submitted,for,publication,so,we,can,,,,,,,,,,,,,,
#,comment:,ensure,that,the,quality,and,limitations,of,the,data,are,accurately,,,,,,,,,,,,,,
#,comment:,represented.,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Every,effort,is,made,to,produce,the,most,accurate,and,precise,,,,,,,,,,,,,,
#,comment:,measurements,possible.,"However,",we,reserve,the,right,to,make,,,,,,,,,,,,,,,,
#,comment:,corrections,to,the,data,based,on,recalibration,of,standard,gases,,,,,,,,,,,,,,,
#,comment:,or,for,other,reasons,deemed,scientifically,justified.,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,We,are,not,responsible,for,results,and,conclusions,based,on,use,,,,,,,,,,,,,,
#,comment:,of,these,data,without,regard,to,this,warning.,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,contact_parameter:,CO2,CCGG,(Individual,Flasks),,,,,,,,,,,,,,,,,,,,,
#,contact_name:,Ed,Dlugokencky,,,,,,,,,,,,,,,,,,,,,,,
#,contact_telephone:,-303,497-6228,,,,,,,,,,,,,,,,,,,,,,,
#,contact_email:,Ed.Dlugokencky@noaa.gov,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,COLLABORATORS,***************,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,NOAA,thanks,the,following,collaborators,without,,,,,,,,,,,,,,,,,,,
#,comment:,whom,these,measurements,would,not,be,possible.,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,collaborator_name:,Weizmann,Institute,of,Science,and,Arava,Institute,,,,,,,,,,,,,,,,,,
#,collaborator_name:,for,Environmental,Studies,,,,,,,,,,,,,,,,,,,,,,
#,collaborator_comment:,Arava,Institute,for,Environmental,Studies,,,,,,,,,,,,,,,,,,,,
#,collaborator_comment:,Kibbutz,"Ketura,",8884000,,,,,,,,,,,,,,,,,,,,,,
#,collaborator_comment:,Israel,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,RECIPROCITY,AGREEMENT,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Use,of,these,data,implies,an,agreement,to,reciprocate.,,,,,,,,,,,,,,,,
#,comment:,Laboratories,making,similar,measurements,agree,to,make,their,,,,,,,,,,,,,,,,,
#,comment:,own,data,available,to,the,general,public,and,to,the,scientific,,,,,,,,,,,,,,
#,comment:,community,in,an,equally,complete,and,easily,accessible,form.,,,,,,,,,,,,,,,,
#,comment:,Modelers,are,encouraged,to,make,available,to,the,"community,",,,,,,,,,,,,,,,,
#,comment:,upon,"request,",their,own,tools,used,in,the,interpretation,,,,,,,,,,,,,,,,
#,comment:,of,the,GML,"data,",namely,well,documented,model,"code,",transport,,,,,,,,,,,,,,,
#,comment:,"fields,",and,additional,information,necessary,for,other,,,,,,,,,,,,,,,,,,
#,comment:,scientists,to,repeat,the,work,and,to,run,modified,versions.,,,,,,,,,,,,,,,
#,comment:,Model,availability,includes,collaborative,support,for,new,,,,,,,,,,,,,,,,,,
#,comment:,users,of,the,models.,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,DATA,DESCRIPTION,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,description_site-code:,wis,,,,,,,,,,,,,,,,,,,,,,,,
#,description_project-abbr:,ccg_surface,,,,,,,,,,,,,,,,,,,,,,,,
#,description_strategy-abbr:,flask,,,,,,,,,,,,,,,,,,,,,,,,
#,description_sample-constraints:,"me:-H~date:1900-01-01,2019-12-31",,,,,,,,,,,,,,,,,,,,,,,,
#,description_creation-time:,7/24/20,11:04:26,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,DATA,DOCUMENTATION,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Please,refer,to,the,species-specific,README,file,in,the,,,,,,,,,,,,,,,,
sample_site_code,sample_year,sample_month,sample_day,sample_hour,sample_minute,sample_seconds,sample_id,sample_method,parameter_formula,analysis_group_abbr,analysis_value,analysis_uncertainty,analysis_flag,analysis_instrument,analysis_year,analysis_month,analysis_day,analysis_hour,analysis_minute,analysis_seconds,sample_latitude,sample_longitude,sample_altitude,sample_elevation,sample_intake_height,event_number
WIS,2007,4,14,13,39,0,2162-99,P,co2,CCGG,388.74,0.07,...,L3,2007,5,15,15,48,0,30.8595,34.7809,482,477,5,233905
WIS,2007,4,23,14,25,0,4611-99,P,co2,CCGG,386.9,0.07,...,L3,2007,5,15,15,6,0,30.8595,34.7809,482,477,5,233907
WIS,2007,4,23,14,25,0,4612-99,P,co2,CCGG,386.74,0.07,...,L3,2007,5,15,15,20,0,30.8595,34.7809,482,477,5,233908
WIS,2007,4,28,14,5,0,655-99,P,co2,CCGG,389.14,0.07,...,L8,2007,5,11,13,5,0,30.8595,34.7809,482,477,5,233818
WIS,2007,4,28,14,5,0,656-99,P,co2,CCGG,389.26,0.07,...,L8,2007,5,11,13,19,0,30.8595,34.7809,482,477,5,233819
WIS,2007,5,4,14,14,0,2461-99,P,co2,CCGG,387.11,0.07,...,L3,2007,5,24,14,58,0,30.8595,34.7809,482,477,5,234635
WIS,2007,5,4,14,14,0,2462-99,P,co2,CCGG,387.08,0.07,...,L3,2007,5,24,15,12,0,30.8595,34.7809,482,477,5,234636
WIS,2007,5,11,14,0,0,1385-99,P,co2,CCGG,388.02,0.07,...,L3,2007,6,13,14,52,0,30.8595,34.7809,482,477,5,235601
WIS,2007,5,11,14,0,0,1386-99,P,co2,CCGG,387.96,0.07,...,L3,2007,6,13,15,7,0,30.8595,34.7809,482,477,5,235602
WIS,2007,5,20,14,17,0,2967-99,P,co2,CCGG,387.12,0.07,...,L3,2007,6,13,15,21,0,30.8595,34.7809,482,477,5,235603
WIS,2007,5,20,14,17,0,2968-99,P,co2,CCGG,387.04,0.07,...,L3,2007,6,13,15,35,0,30.8595,34.7809,482,477,5,235604
WIS,2007,5,26,13,29,0,2821-99,P,co2,CCGG,384.85,0.07,...,L3,2007,6,19,10,44,0,30.8595,34.7809,482,477,5,235899
WIS,2007,5,26,13,29,0,2822-99,P,co2,CCGG,384.96,0.07,...,L3,2007,6,19,10,58,0,30.8595,34.7809,482,477,5,235900
WIS,2007,6,2,14,34,0,2669-99,P,co2,CCGG,388.51,0.07,...,L3,2007,6,19,10,16,0,30.8595,34.7809,482,477,5,235897
WIS,2007,6,2,14,34,0,2670-99,P,co2,CCGG,388.16,0.07,...,L3,2007,6,19,10,30,0,30.8595,34.7809,482,477,5,235898
WIS,2007,6,9,14,3,0,4037-99,P,co2,CCGG,383.65,0.07,...,L3,2007,6,26,10,15,0,30.8595,34.7809,482,477,5,236408
WIS,2007,6,9,14,3,0,4038-99,P,co2,CCGG,383.41,0.07,...,L3,2007,6,26,10,30,0,30.8595,34.7809,482,477,5,236409
WIS,2007,6,15,13,8,0,2498-99,P,co2,CCGG,382.44,0.07,...,L8,2007,6,27,10,9,0,30.8595,34.7809,482,477,5,236906
WIS,2007,6,15,14,39,0,2834-99,P,co2,CCGG,382.16,0.07,...,L8,2007,6,27,10,24,0,30.8595,34.7809,482,477,5,236905
WIS,2007,6,22,14,33,0,3717-99,P,co2,CCGG,381.74,0.07,...,L3,2007,7,9,14,38,0,30.8595,34.7809,482,477,5,237899
WIS,2007,6,22,14,33,0,3718-99,P,co2,CCGG,381.73,0.07,...,L3,2007,7,9,14,52,0,30.8595,34.7809,482,477,5,237900
WIS,2007,6,30,13,58,0,2447-99,P,co2,CCGG,383.92,0.07,...,L3,2007,7,10,9,54,0,30.8595,34.7809,482,477,5,237797
WIS,2007,6,30,13,58,0,2448-99,P,co2,CCGG,384.14,0.07,...,L3,2007,7,10,10,9,0,30.8595,34.7809,482,477,5,237798
WIS,2007,7,13,14,0,0,4789-99,P,co2,CCGG,382.09,0.07,...,L3,2007,8,2,12,8,0,30.8595,34.7809,482,477,5,239371
WIS,2007,7,13,14,0,0,4790-99,P,co2,CCGG,382.1,0.07,...,L3,2007,8,2,12,22,0,30.8595,34.7809,482,477,5,239372
WIS,2007,7,22,14,28,0,3055-99,P,co2,CCGG,381.42,0.07,...,L3,2007,8,2,10,43,0,30.8595,34.7809,482,477,5,239373
WIS,2007,7,22,14,28,0,3056-99,P,co2,CCGG,381.36,0.07,...,L3,2007,8,2,10,57,0,30.8595,34.7809,482,477,5,239374
WIS,2007,8,1,14,15,0,2279-99,P,co2,CCGG,384.23,0.07,...,L8,2007,8,14,15,50,0,30.8595,34.7809,482,477,5,239952
WIS,2007,8,1,14,15,0,2280-99,P,co2,CCGG,384.23,0.07,...,L8,2007,8,14,16,4,0,30.8595,34.7809,482,477,5,239953
WIS,2007,8,5,13,25,0,4751-99,P,co2,CCGG,378.31,0.07,...,L8,2007,8,14,16,19,0,30.8595,34.7809,482,477,5,239954
WIS,2007,8,5,13,25,0,4752-99,P,co2,CCGG,378.3,0.07,...,L8,2007,8,14,16,33,0,30.8595,34.7809,482,477,5,239955
WIS,2007,8,10,14,10,0,4753-99,P,co2,CCGG,380.9,0.07,...,L3,2007,8,29,11,42,0,30.8595,34.7809,482,477,5,240515
WIS,2007,8,10,14,10,0,4754-99,P,co2,CCGG,381.14,0.07,...,L3,2007,8,29,11,57,0,30.8595,34.7809,482,477,5,240516
WIS,2007,8,17,13,57,0,3929-99,P,co2,CCGG,382.75,0.07,...,L3,2007,8,28,15,17,0,30.8595,34.7809,482,477,5,240517
WIS,2007,8,17,13,57,0,3930-99,P,co2,CCGG,382.92,0.07,...,L3,2007,8,28,15,31,0,30.8595,34.7809,482,477,5,240518
WIS,2007,8,25,14,37,0,2883-99,P,co2,CCGG,381.53,0.07,...,L3,2007,9,11,15,33,0,30.8595,34.7809,482,477,5,241377
WIS,2007,8,25,14,37,0,2884-99,P,co2,CCGG,381.53,0.07,...,L3,2007,9,11,15,47,0,30.8595,34.7809,482,477,5,241378
WIS,2007,9,1,14,9,0,2565-99,P,co2,CCGG,381.63,0.07,...,L3,2007,9,11,15,5,0,30.8595,34.7809,482,477,5,241375
WIS,2007,9,1,14,9,0,2566-99,P,co2,CCGG,381.66,0.07,...,L3,2007,9,11,15,19,0,30.8595,34.7809,482,477,5,241376
WIS,2007,9,8,14,34,0,2943-99,P,co2,CCGG,378.37,0.07,...,L3,2007,10,9,11,41,0,30.8595,34.7809,482,477,5,242359
WIS,2007,9,14,14,20,0,2983-99,P,co2,CCGG,381.03,0.07,...,L3,2007,9,24,16,20,0,30.8595,34.7809,482,477,5,242125
WIS,2007,9,14,14,20,0,2984-99,P,co2,CCGG,381.18,0.07,...,L3,2007,9,24,16,35,0,30.8595,34.7809,482,477,5,242126
WIS,2007,9,23,14,29,0,955-99,P,co2,CCGG,381.37,0.07,...,L3,2007,10,15,14,53,0,30.8595,34.7809,482,477,5,243195
WIS,2007,9,23,14,29,0,956-99,P,co2,CCGG,381.44,0.07,...,L3,2007,10,15,15,7,0,30.8595,34.7809,482,477,5,243196
WIS,2007,9,29,12,35,0,4171-99,P,co2,CCGG,382.3,0.07,...,L8,2007,10,15,14,42,0,30.8595,34.7809,482,477,5,243193
WIS,2007,9,29,12,35,0,4172-99,P,co2,CCGG,382.41,0.07,...,L8,2007,10,15,14,57,0,30.8595,34.7809,482,477,5,243194
WIS,2007,10,6,15,10,0,2739-99,P,co2,CCGG,382.69,0.07,...,L3,2007,10,26,13,56,0,30.8595,34.7809,482,477,5,243863
WIS,2007,10,6,15,10,0,2740-99,P,co2,CCGG,382.7,0.07,...,L3,2007,10,26,14,10,0,30.8595,34.7809,482,477,5,243864
WIS,2007,10,16,14,34,0,2831-99,P,co2,CCGG,385.33,0.07,...,L3,2007,11,5,10,24,0,30.8595,34.7809,482,477,5,244291
WIS,2007,10,16,14,34,0,2832-99,P,co2,CCGG,385.42,0.07,...,L3,2007,11,5,10,39,0,30.8595,34.7809,482,477,5,244292
WIS,2007,10,20,14,33,0,1113-99,P,co2,CCGG,384.86,0.07,...,L3,2007,11,5,10,53,0,30.8595,34.7809,482,477,5,244293
WIS,2007,10,20,14,33,0,1114-99,P,co2,CCGG,384.91,0.07,...,L3,2007,11,5,11,7,0,30.8595,34.7809,482,477,5,244294
WIS,2007,10,26,14,9,0,1981-99,P,co2,CCGG,388.36,0.07,...,L3,2007,11,14,15,8,0,30.8595,34.7809,482,477,5,244957
WIS,2007,10,26,14,9,0,1982-99,P,co2,CCGG,388.32,0.07,...,L3,2007,11,14,15,23,0,30.8595,34.7809,482,477,5,244958
WIS,2007,11,3,13,23,0,2273-99,P,co2,CCGG,385.49,0.07,...,L3,2007,11,15,8,46,0,30.8595,34.7809,482,477,5,244959
WIS,2007,11,3,13,23,0,2274-99,P,co2,CCGG,385.31,0.07,...,L3,2007,11,15,9,1,0,30.8595,34.7809,482,477,5,244960
WIS,2007,11,9,13,51,0,3385-99,P,co2,CCGG,385.58,0.07,...,L3,2007,11,27,14,49,0,30.8595,34.7809,482,477,5,245312
WIS,2007,11,16,14,41,0,635-99,P,co2,CCGG,386.76,0.07,...,L3,2007,12,12,9,33,0,30.8595,34.7809,482,477,5,245977
WIS,2007,11,16,14,41,0,636-99,P,co2,CCGG,386.79,0.07,...,L3,2007,12,12,9,47,0,30.8595,34.7809,482,477,5,245978
WIS,2007,11,24,14,32,0,4183-99,P,co2,CCGG,390.7,0.07,...,L3,2007,12,12,9,5,0,30.8595,34.7809,482,477,5,245979
WIS,2007,11,24,14,32,0,4184-99,P,co2,CCGG,390.36,0.07,...,L3,2007,12,12,9,19,0,30.8595,34.7809,482,477,5,245980
WIS,2007,12,1,14,1,0,4609-99,P,co2,CCGG,391.19,0.07,...,L3,2008,1,4,15,10,0,30.8595,34.7809,482,477,5,247142
WIS,2007,12,1,14,1,0,4610-99,P,co2,CCGG,391.16,0.07,...,L3,2008,1,4,15,25,0,30.8595,34.7809,482,477,5,247143
WIS,2007,12,7,13,2,0,859-99,P,co2,CCGG,388.65,0.07,...,L3,2008,1,11,11,51,0,30.8595,34.7809,482,477,5,247334
WIS,2007,12,7,13,2,0,860-99,P,co2,CCGG,388.6,0.07,...,L3,2008,1,11,12,5,0,30.8595,34.7809,482,477,5,247335
WIS,2007,12,16,13,10,0,3323-99,P,co2,CCGG,390.03,0.07,+..,L3,2008,1,11,12,19,0,30.8595,34.7809,482,477,5,247332
WIS,2007,12,16,13,10,0,3324-99,P,co2,CCGG,389.35,0.07,-..,L3,2008,1,11,12,33,0,30.8595,34.7809,482,477,5,247333
WIS,2007,12,22,14,42,0,3161-99,P,co2,CCGG,389.12,0.07,...,L3,2008,1,19,15,51,0,30.8595,34.7809,482,477,5,248155
WIS,2007,12,22,14,42,0,3162-99,P,co2,CCGG,389.32,0.07,...,L3,2008,1,19,16,5,0,30.8595,34.7809,482,477,5,248156
WIS,2008,1,1,14,19,0,581-99,P,co2,CCGG,388.15,0.07,...,L3,2008,1,21,11,58,0,30.8595,34.7809,482,477,5,248157
WIS,2008,1,1,14,19,0,582-99,P,co2,CCGG,388.17,0.07,...,L3,2008,1,21,12,13,0,30.8595,34.7809,482,477,5,248158
WIS,2008,1,6,14,15,0,591-99,P,co2,CCGG,392.9,0.07,...,L3,2008,1,29,12,31,0,30.8595,34.7809,482,477,5,248550
WIS,2008,1,6,14,15,0,592-99,P,co2,CCGG,392.89,0.07,...,L3,2008,1,29,12,45,0,30.8595,34.7809,482,477,5,248551
WIS,2008,1,12,14,37,0,1779-99,P,co2,CCGG,390.99,0.07,...,L3,2008,2,4,13,38,0,30.8595,34.7809,482,477,5,248783
WIS,2008,1,13,13,42,0,1847-99,P,co2,CCGG,390.38,0.07,...,L3,2008,2,4,14,6,0,30.8595,34.7809,482,477,5,248784
WIS,2008,1,13,13,42,0,1848-99,P,co2,CCGG,390.38,0.07,...,L3,2008,2,4,14,20,0,30.8595,34.7809,482,477,5,248785
WIS,2008,1,20,13,16,0,3156-99,P,co2,CCGG,396.43,0.07,.X.,L3,2008,2,7,10,43,0,30.8595,34.7809,482,477,5,249045
WIS,2008,1,20,13,16,0,4326-99,P,co2,CCGG,396.65,0.07,.X.,L3,2008,2,7,10,28,0,30.8595,34.7809,482,477,5,249044
WIS,2008,1,26,14,31,0,2474-99,P,co2,CCGG,388.33,0.07,...,L8,2008,2,20,11,41,0,30.8595,34.7809,482,477,5,249587
WIS,2008,1,26,14,31,0,4741-99,P,co2,CCGG,388.3,0.07,...,L8,2008,2,20,11,26,0,30.8595,34.7809,482,477,5,249588
WIS,2008,2,2,14,30,0,4929-99,P,co2,CCGG,389.58,0.07,...,L8,2008,2,15,17,6,0,30.8595,34.7809,482,477,5,249586
WIS,2008,2,10,14,6,0,4931-99,P,co2,CCGG,390.79,0.07,...,L3,2008,3,5,12,13,0,30.8595,34.7809,482,477,5,250250
WIS,2008,2,10,14,6,0,4932-99,P,co2,CCGG,390.83,0.07,...,L3,2008,3,5,12,27,0,30.8595,34.7809,482,477,5,250251
WIS,2008,2,17,14,23,0,3783-99,P,co2,CCGG,388.97,0.07,...,L8,2008,3,11,14,8,0,30.8595,34.7809,482,477,5,250703
WIS,2008,2,17,14,23,0,3784-99,P,co2,CCGG,389.08,0.07,...,L8,2008,3,11,14,23,0,30.8595,34.7809,482,477,5,250704
WIS,2008,2,24,13,56,0,4637-99,P,co2,CCGG,391.24,0.07,...,L8,2008,3,11,15,40,0,30.8595,34.7809,482,477,5,250701
WIS,2008,2,24,13,56,0,4638-99,P,co2,CCGG,391.27,0.07,...,L8,2008,3,11,15,55,0,30.8595,34.7809,482,477,5,250702
WIS,2008,3,2,13,50,0,1235-99,P,co2,CCGG,389.26,0.07,...,L3,2008,3,25,11,51,0,30.8595,34.7809,482,477,5,251360
WIS,2008,3,2,13,50,0,1236-99,P,co2,CCGG,389.28,0.07,...,L3,2008,3,25,12,5,0,30.8595,34.7809,482,477,5,251361
WIS,2008,3,10,14,0,0,4996-99,P,co2,CCGG,391.18,0.07,...,L3,2008,3,25,16,3,0,30.8595,34.7809,482,477,5,251339
WIS,2008,3,10,14,38,0,1464-99,P,co2,CCGG,390.13,0.07,...,L3,2008,3,25,15,10,0,30.8595,34.7809,482,477,5,251340
WIS,2008,3,10,14,38,0,1866-99,P,co2,CCGG,390.17,0.07,...,L3,2008,3,25,15,25,0,30.8595,34.7809,482,477,5,251341
WIS,2008,3,16,14,14,0,535-99,P,co2,CCGG,388.55,0.07,...,L3,2008,3,31,14,31,0,30.8595,34.7809,482,477,5,251680
WIS,2008,3,16,14,14,0,536-99,P,co2,CCGG,388.54,0.07,...,L3,2008,3,31,14,45,0,30.8595,34.7809,482,477,5,251681
WIS,2008,3,24,14,25,0,2237-99,P,co2,CCGG,388.02,0.07,...,L8,2008,4,16,12,24,0,30.8595,34.7809,482,477,5,252576
WIS,2008,3,24,14,25,0,2238-99,P,co2,CCGG,388.17,0.07,...,L8,2008,4,16,12,40,0,30.8595,34.7809,482,477,5,252577
WIS,2008,3,31,14,19,0,771-99,P,co2,CCGG,391.84,0.07,...,L8,2008,4,16,12,55,0,30.8595,34.7809,482,477,5,252574
WIS,2008,3,31,14,19,0,772-99,P,co2,CCGG,391.61,0.07,...,L8,2008,4,16,13,10,0,30.8595,34.7809,482,477,5,252575
WIS,2008,4,7,13,24,0,2247-99,P,co2,CCGG,392.24,0.07,...,L8,2008,5,8,9,58,0,30.8595,34.7809,482,477,5,253888
WIS,2008,4,7,13,24,0,2248-99,P,co2,CCGG,392.23,0.07,...,L8,2008,5,8,10,14,0,30.8595,34.7809,482,477,5,253889
WIS,2008,4,14,13,53,0,4055-99,P,co2,CCGG,389.56,0.07,...,L8,2008,5,7,16,34,0,30.8595,34.7809,482,477,5,253890
WIS,2008,4,14,13,53,0,4056-99,P,co2,CCGG,389.49,0.07,...,L8,2008,5,7,16,50,0,30.8595,34.7809,482,477,5,253891
WIS,2008,4,21,14,26,0,3213-99,P,co2,CCGG,389.74,0.07,...,L8,2008,5,9,10,29,0,30.8595,34.7809,482,477,5,254195
WIS,2008,4,21,14,26,0,3214-99,P,co2,CCGG,389.59,0.07,...,L8,2008,5,9,10,44,0,30.8595,34.7809,482,477,5,254196
WIS,2008,4,28,14,17,0,1157-99,P,co2,CCGG,395.66,0.07,...,L8,2008,5,28,12,38,0,30.8595,34.7809,482,477,5,254726
WIS,2008,4,28,14,17,0,1158-99,P,co2,CCGG,396,0.07,...,L8,2008,5,28,12,54,0,30.8595,34.7809,482,477,5,254727
WIS,2008,5,4,14,17,0,935-99,P,co2,CCGG,388.72,0.07,...,L8,2008,5,28,13,9,0,30.8595,34.7809,482,477,5,254724
WIS,2008,5,4,14,17,0,936-99,P,co2,CCGG,388.73,0.07,...,L8,2008,5,28,13,24,0,30.8595,34.7809,482,477,5,254725
WIS,2008,5,11,13,59,0,2949-99,P,co2,CCGG,389.97,0.07,...,L8,2008,6,11,15,6,0,30.8595,34.7809,482,477,5,255360
WIS,2008,5,11,13,59,0,2950-99,P,co2,CCGG,390.01,0.07,...,L8,2008,6,11,15,22,0,30.8595,34.7809,482,477,5,255361
WIS,2008,5,18,14,4,0,2817-99,P,co2,CCGG,389.68,0.07,...,L8,2008,6,11,14,36,0,30.8595,34.7809,482,477,5,255362
WIS,2008,5,18,14,4,0,2818-99,P,co2,CCGG,389.79,0.07,...,L8,2008,6,11,14,51,0,30.8595,34.7809,482,477,5,255363
WIS,2008,5,26,13,26,0,4447-99,P,co2,CCGG,387.45,0.07,...,L8,2008,6,11,14,5,0,30.8595,34.7809,482,477,5,255358
WIS,2008,5,26,13,26,0,4448-99,P,co2,CCGG,387.46,0.07,...,L8,2008,6,11,14,20,0,30.8595,34.7809,482,477,5,255359
WIS,2008,6,1,14,11,0,3549-99,P,co2,CCGG,385.94,0.07,...,L3,2008,7,15,15,37,0,30.8595,34.7809,482,477,5,257327
WIS,2008,6,1,14,11,0,3550-99,P,co2,CCGG,385.86,0.07,...,L3,2008,7,15,15,51,0,30.8595,34.7809,482,477,5,257328
WIS,2008,6,10,14,37,0,1629-99,P,co2,CCGG,386.56,0.07,...,L8,2008,7,15,14,27,0,30.8595,34.7809,482,477,5,257329
WIS,2008,6,10,14,37,0,1630-99,P,co2,CCGG,386.59,0.07,...,L8,2008,7,15,14,42,0,30.8595,34.7809,482,477,5,257330
WIS,2008,6,16,13,45,0,4841-99,P,co2,CCGG,385.85,0.07,...,L8,2008,7,18,14,21,0,30.8595,34.7809,482,477,5,257504
WIS,2008,6,16,13,45,0,4842-99,P,co2,CCGG,385.87,0.07,...,L8,2008,7,18,14,36,0,30.8595,34.7809,482,477,5,257505
WIS,2008,6,23,13,35,0,1089-99,P,co2,CCGG,386.05,0.07,...,L8,2008,7,18,13,50,0,30.8595,34.7809,482,477,5,257506
WIS,2008,6,23,13,35,0,1090-99,P,co2,CCGG,386.02,0.07,...,L8,2008,7,18,14,5,0,30.8595,34.7809,482,477,5,257507
WIS,2008,6,30,13,48,0,3357-99,P,co2,CCGG,390.53,0.07,.X.,L8,2008,7,23,11,21,0,30.8595,34.7809,482,477,5,257783
WIS,2008,6,30,13,48,0,3358-99,P,co2,CCGG,390.55,0.07,.X.,L8,2008,7,23,11,37,0,30.8595,34.7809,482,477,5,257784
WIS,2008,7,6,13,47,0,3945-99,P,co2,CCGG,383.52,0.07,...,L8,2008,8,4,14,29,0,30.8595,34.7809,482,477,5,258594
WIS,2008,7,6,13,47,0,3946-99,P,co2,CCGG,383.65,0.07,...,L8,2008,8,4,14,45,0,30.8595,34.7809,482,477,5,258595
WIS,2008,7,13,14,36,0,4205-99,P,co2,CCGG,382.42,0.07,...,L8,2008,8,4,15,0,0,30.8595,34.7809,482,477,5,258592
WIS,2008,7,13,14,36,0,4206-99,P,co2,CCGG,382.69,0.07,...,L8,2008,8,4,15,15,0,30.8595,34.7809,482,477,5,258593
WIS,2008,7,20,13,47,0,1295-99,P,co2,CCGG,383.55,0.07,...,L8,2008,8,21,11,45,0,30.8595,34.7809,482,477,5,259453
WIS,2008,7,20,13,47,0,1296-99,P,co2,CCGG,383.52,0.07,...,L8,2008,8,21,12,0,0,30.8595,34.7809,482,477,5,259454
WIS,2008,7,27,14,20,0,1287-99,P,co2,CCGG,381.17,0.07,...,L8,2008,8,21,13,52,0,30.8595,34.7809,482,477,5,259451
WIS,2008,7,27,14,20,0,1288-99,P,co2,CCGG,381.07,0.07,...,L8,2008,8,21,14,8,0,30.8595,34.7809,482,477,5,259452
WIS,2008,8,3,13,15,0,475-99,P,co2,CCGG,380.86,0.07,...,L8,2008,8,21,13,22,0,30.8595,34.7809,482,477,5,259455
WIS,2008,8,3,13,15,0,476-99,P,co2,CCGG,380.86,0.07,...,L8,2008,8,21,13,37,0,30.8595,34.7809,482,477,5,259456
WIS,2008,8,11,13,29,0,1641-99,P,co2,CCGG,380.81,0.07,...,L3,2008,9,11,12,52,0,30.8595,34.7809,482,477,5,260443
WIS,2008,8,11,13,29,0,1642-99,P,co2,CCGG,380.83,0.07,...,L3,2008,9,11,13,6,0,30.8595,34.7809,482,477,5,260444
WIS,2008,8,18,13,33,0,4653-99,P,co2,CCGG,382.16,0.07,...,L3,2008,9,11,14,18,0,30.8595,34.7809,482,477,5,260441
WIS,2008,8,18,13,33,0,4654-99,P,co2,CCGG,382.44,0.07,...,L3,2008,9,11,14,32,0,30.8595,34.7809,482,477,5,260442
WIS,2008,8,25,13,25,0,781-99,P,co2,CCGG,383.05,0.07,...,L3,2008,9,17,13,2,0,30.8595,34.7809,482,477,5,260911
WIS,2008,8,25,13,25,0,782-99,P,co2,CCGG,383.12,0.07,...,L3,2008,9,17,13,16,0,30.8595,34.7809,482,477,5,260912
WIS,2008,9,2,13,0,0,1149-99,P,co2,CCGG,382.98,0.07,...,L3,2008,9,17,12,33,0,30.8595,34.7809,482,477,5,260913
